pli-tv-kd7	yes|not-applicable|not-applicable
pli-tv-kd8	yes|not-applicable|not-applicable
pli-tv-kd9	yes|not-applicable|not-applicable
pli-tv-pvr1.1	no|unclear|bare-or-other
pli-tv-pvr1.9	no|unclear|bare-or-other
pli-tv-pvr2.1	no|unclear|bare-or-other
pli-tv-pvr2.9	no|unclear|bare-or-other
thi-ap28	no|elder-lineage-or-teachers-opinion|bare-or-other
cst-abh01a.att-108_p011	no|elder-lineage-or-teachers-opinion|bare-or-other
cst-abh01a.att-1_p017	no|school-as-separate-entity|coordinated-with-named-rival
cst-abh02a.att-156_p011	no|elder-lineage-or-teachers-opinion|bare-or-other
cst-abh02a.att-43_p002	no|elder-lineage-or-teachers-opinion|vada-kula-acariyavada-equation
cst-abh03a.att-31_p036	no|elder-lineage-or-teachers-opinion|vada-kula-acariyavada-equation
cst-abh03a.att-41_p005	no|school-as-separate-entity|coordinated-with-named-rival
cst-abh03a.att-41_p025	no|elder-lineage-or-teachers-opinion|bare-or-other
cst-abh03a.att-41_p034	no|elder-lineage-or-teachers-opinion|vada-kula-acariyavada-equation
cst-abh03a.att-427_p012	no|elder-lineage-or-teachers-opinion|vada-kula-acariyavada-equation
cst-abh03a.att-428_p002	no|elder-lineage-or-teachers-opinion|bare-or-other
cst-s0401a.att-an1_14_p453	no|unclear|bare-or-other
cst-s0401a.att-an1_14_p519	no|elder-lineage-or-teachers-opinion|bare-or-other
cst-s0401a.att-an1_14_p559	no|elder-lineage-or-teachers-opinion|bare-or-other
cst-s0401a.att-an1_14_p574	no|unclear|bare-or-other
cst-s0401a.att-an1_14_p593	no|elder-lineage-or-teachers-opinion|bare-or-other
cst-s0401a.att-an1_14_p597	no|elder-lineage-or-teachers-opinion|bare-or-other
cst-s0403a.att-an6_1_2_p013	no|elder-lineage-or-teachers-opinion|bare-or-other
cst-s0403a.att-an6_1_2_p014	no|elder-lineage-or-teachers-opinion|bare-or-other
cst-s0403a.att-an6_1_2_p015	no|elder-lineage-or-teachers-opinion|bare-or-other
cst-s0404a.att-an11_p074	no|elder-lineage-or-teachers-opinion|bare-or-other
cst-s0102a.att-dn2_3_p065	no|elder-lineage-or-teachers-opinion|bare-or-other
cst-s0102a.att-dn2_3_p066	no|elder-lineage-or-teachers-opinion|bare-or-other
cst-s0102a.att-dn2_3_p067	no|elder-lineage-or-teachers-opinion|bare-or-other
cst-s0102a.att-dn2_9_p004	no|elder-lineage-or-teachers-opinion|bare-or-other
cst-s0501a.att-110_p006	no|elder-lineage-or-teachers-opinion|bare-or-other
cst-s0501a.att-26_p007	no|elder-lineage-or-teachers-opinion|bare-or-other
cst-s0502a.att-144_p008	no|elder-lineage-or-teachers-opinion|bare-or-other
cst-s0502a.att-334_p009	no|elder-lineage-or-teachers-opinion|bare-or-other
cst-s0502a.att-60_p004	no|elder-lineage-or-teachers-opinion|bare-or-other
cst-s0503a.att-1_p012	no|elder-lineage-or-teachers-opinion|bare-or-other
cst-s0504a.att-1_p012	no|elder-lineage-or-teachers-opinion|bare-or-other
cst-s0505a.att-82_p009	no|elder-lineage-or-teachers-opinion|bare-or-other
cst-s0506a.att-1_p010	no|elder-lineage-or-teachers-opinion|bare-or-other
cst-s0507a.att-1_p010	no|elder-lineage-or-teachers-opinion|bare-or-other
cst-s0508a1.att-1_p012	no|elder-lineage-or-teachers-opinion|bare-or-other
cst-s0508a1.att-1_p016	no|elder-lineage-or-teachers-opinion|bare-or-other
cst-s0508a1.att-1_p025	no|elder-lineage-or-teachers-opinion|bare-or-other
cst-s0508a1.att-2_p034	no|school-as-separate-entity|genitive-theras-vada
cst-s0509a.att-10_p002	no|elder-lineage-or-teachers-opinion|bare-or-other
cst-s0509a.att-11_p002	no|elder-lineage-or-teachers-opinion|bare-or-other
cst-s0509a.att-12_p005	no|elder-lineage-or-teachers-opinion|bare-or-other
cst-s0509a.att-13_p002	no|elder-lineage-or-teachers-opinion|bare-or-other
cst-s0509a.att-14_p002	no|elder-lineage-or-teachers-opinion|bare-or-other
cst-s0509a.att-17_p002	no|elder-lineage-or-teachers-opinion|bare-or-other
cst-s0509a.att-18_p002	no|elder-lineage-or-teachers-opinion|bare-or-other
cst-s0509a.att-19_p002	no|elder-lineage-or-teachers-opinion|bare-or-other
cst-s0509a.att-20_p002	no|elder-lineage-or-teachers-opinion|bare-or-other
cst-s0509a.att-21_p002	no|elder-lineage-or-teachers-opinion|bare-or-other
cst-s0509a.att-22_p002	no|elder-lineage-or-teachers-opinion|bare-or-other
cst-s0509a.att-23_p002	no|elder-lineage-or-teachers-opinion|bare-or-other
cst-s0509a.att-24_p030	no|elder-lineage-or-teachers-opinion|bare-or-other
cst-s0509a.att-25_p002	no|elder-lineage-or-teachers-opinion|bare-or-other
cst-s0509a.att-27_p002	no|elder-lineage-or-teachers-opinion|bare-or-other
cst-s0509a.att-28_p002	no|elder-lineage-or-teachers-opinion|bare-or-other
cst-s0509a.att-28_p031	no|elder-lineage-or-teachers-opinion|bare-or-other
cst-s0509a.att-29_p002	no|elder-lineage-or-teachers-opinion|bare-or-other
cst-s0509a.att-2_p020	no|elder-lineage-or-teachers-opinion|bare-or-other
cst-s0509a.att-30_p002	no|elder-lineage-or-teachers-opinion|bare-or-other
